Table,Measure,Expression,Description,Has_Duplicate,Duplicate_Measure_Names,Has_Qualified_Measure_References,Qualified_Referenced_Measures,Has_All_Measure_References,All_Referenced_Measures,Has_Commonly_Used_Measure,DAX_Recommendations,Context,Unqualified_Measures_Score,Unqualified_Measures_Explanation,Is_Self_Explanatory_Score,Why_Not_Self_Explanatory,Name_Reflects_Expression_Score,Why_Is_Name_Not_Reflecting_Expression,Avoid_Abbreviations_Score,Why_Cryptic_Abbreviated,Total_AI_Quality_Score,Combined_Naming_Score,Overall_Quality_Average,Issue_Severity,Severity_Priority,Severity_Color_Code,Severity_Hex_Color
M_ACR,$ Avg Daily Organic ACR Previous Selected Month,"
// Returns ACR for the latest selected month. Doesn't roll up to quarters - for use in other measures
VAR SelectedMonth = [DATE - 1 Month Prior to Latest Selected Month]
RETURN
CALCULATE(
    [$ Average Daily Organic ACR],ALL(DimDate),
    DimDate[CreateDate]=SelectedMonth
)",,No,,No,,Yes,"$ average daily organic acr, date - 1 month prior to latest selected month",Yes,,"$ Avg Daily Organic ACR Previous Selected Month -> M_ACR + 
// Returns ACR for the latest selected month. Doesn't roll up to quarters - for use in other measures
VAR SelectedMonth = [DATE - 1 Month Prior to Latest Selected Month]
RETURN
CALCULATE(
    [$ Average Daily Organic ACR],ALL(DimDate),
    DimDate[CreateDate]=SelectedMonth
) | REFERENCES: $ Average Daily Organic ACR -> M_ACR + 
VAR Days = [# Days in Month]
VAR DaysCurrent = DATEDIFF(CALCULATE(MAX(DimDate[MonthStartDate]),DimDate[IsCurrentAzureMonth]=1),TODAY(),DAY)
VAR ACR = M_ACR[$ Organic ACR]
VAR SelectedMonth = [DATE - Latest Selected Month]
VAR AzureDate = CALCULATE(MAX(DimSourceRefreshDetails[SourceLastRefreshedDate]), DimSourceRefreshDetails[DataCategory]=""OCDM Azure Usage"")
VAR AzureCurrentM = [DATE - Azure Current Month]
VAR Today = TODAY()
VAR AzureLastClosed = M_Date[DATE - Last Closed Azure Month]
VAR SourceDate = CALCULATE(MAX(DimSourceRefreshDetails[SourceLastRefreshedDate]),DimSourceRefreshDetails[DataCategory]=""OCDM Azure Usage"")
VAR DaysSource = DATEDIFF(CALCULATE(MAX(DimDate[MonthStartDate]),DimDate[IsCurrentAzureMonth]=1),SourceDate,DAY)
RETURN
IF(SelectedMonth = AzureCurrentM,DIVIDE(ACR, DaysSource),IF(SelectedMonth > AzureLastClosed,BLANK(),DIVIDE(ACR, Days))), DATE - 1 Month Prior to Latest Selected Month -> M_Date + 
// Returns the start date of the month before the latest selected azure closed month
VAR LatestSelectedAzureClosedMonth = [DATE - Latest Selected Month]
VAR OneMonthPrior = EDATE ( LatestSelectedAzureClosedMonth, -1)
RETURN
OneMonthPrior",0.2,No qualified references - simpler measure,0.0,"The measure name does not clarify what 'Organic ACR' means or how it is calculated, even with the context.",0.4,,0.0,The abbreviation 'ACR' is not explained in the measure name itself.,0.4,0.4,0.2,critical,1,RED,#FF0000
M_ACR,$ Avg Daily Organic ACR MoM Change,[$ Avg Daily Organic ACR Latest Selected Month] - [$ Avg Daily Organic ACR Previous Selected Month],,No,,No,,Yes,"$ avg daily organic acr latest selected month, $ avg daily organic acr previous selected month",No,,"$ Avg Daily Organic ACR MoM Change -> M_ACR + [$ Avg Daily Organic ACR Latest Selected Month] - [$ Avg Daily Organic ACR Previous Selected Month] | REFERENCES: $ Avg Daily Organic ACR Latest Selected Month -> M_ACR + 
// Returns ACR for the latest selected month. Doesn't roll up to quarters - for use in other measures
VAR SelectedMonth = [DATE - Latest Selected Month]
RETURN
CALCULATE(
    [$ Average Daily Organic ACR],
    DimDate[CreateDate]=SelectedMonth
), $ Avg Daily Organic ACR Previous Selected Month -> M_ACR + 
// Returns ACR for the latest selected month. Doesn't roll up to quarters - for use in other measures
VAR SelectedMonth = [DATE - 1 Month Prior to Latest Selected Month]
RETURN
CALCULATE(
    [$ Average Daily Organic ACR],ALL(DimDate),
    DimDate[CreateDate]=SelectedMonth
)",0.2,No qualified references - simpler measure,0.0,"The measure name does not clarify what 'Organic ACR' means or how it is calculated, even with the context.",0.4,,0.0,The abbreviation 'ACR' is not explained in the measure name itself.,0.4,0.4,0.2,critical,1,RED,#FF0000
M_ACR,% Avg Daily Organic ACR MoM,"VAR SelectedMonth = [DATE - Latest Selected Month]
VAR PrevMonth = [DATE - 1 Month Prior to Latest Selected Month]
VAR ThisMonth = CALCULATE(M_ACR[$ Average Daily Organic ACR],DimDate[MonthStartDate]=SelectedMonth)
VAR LastMonth = CALCULATE(M_ACR[$ Average Daily Organic ACR],ALL(DimDate),DimDate[MonthStartDate]=PrevMonth)
VAR D = ThisMonth - LastMonth
RETURN
if(isblank(ThisMonth),BLANK(),DIVIDE(D , LastMonth))",,No,,Yes,$ average daily organic acr,Yes,"$ average daily organic acr, date - 1 month prior to latest selected month, date - latest selected month",No,"Please use unqualified measures references i.e., [Measure Name] instead of Fully Qualified reference i.e., Table[MeasureName] or 'Table'[MeasureName]. Referenced measures: $ average daily organic acr","% Avg Daily Organic ACR MoM -> M_ACR + VAR SelectedMonth = [DATE - Latest Selected Month]
VAR PrevMonth = [DATE - 1 Month Prior to Latest Selected Month]
VAR ThisMonth = CALCULATE(M_ACR[$ Average Daily Organic ACR],DimDate[MonthStartDate]=SelectedMonth)
VAR LastMonth = CALCULATE(M_ACR[$ Average Daily Organic ACR],ALL(DimDate),DimDate[MonthStartDate]=PrevMonth)
VAR D = ThisMonth - LastMonth
RETURN
if(isblank(ThisMonth),BLANK(),DIVIDE(D , LastMonth)) | REFERENCES: $ Average Daily Organic ACR -> M_ACR + 
VAR Days = [# Days in Month]
VAR DaysCurrent = DATEDIFF(CALCULATE(MAX(DimDate[MonthStartDate]),DimDate[IsCurrentAzureMonth]=1),TODAY(),DAY)
VAR ACR = M_ACR[$ Organic ACR]
VAR SelectedMonth = [DATE - Latest Selected Month]
VAR AzureDate = CALCULATE(MAX(DimSourceRefreshDetails[SourceLastRefreshedDate]), DimSourceRefreshDetails[DataCategory]=""OCDM Azure Usage"")
VAR AzureCurrentM = [DATE - Azure Current Month]
VAR Today = TODAY()
VAR AzureLastClosed = M_Date[DATE - Last Closed Azure Month]
VAR SourceDate = CALCULATE(MAX(DimSourceRefreshDetails[SourceLastRefreshedDate]),DimSourceRefreshDetails[DataCategory]=""OCDM Azure Usage"")
VAR DaysSource = DATEDIFF(CALCULATE(MAX(DimDate[MonthStartDate]),DimDate[IsCurrentAzureMonth]=1),SourceDate,DAY)
RETURN
IF(SelectedMonth = AzureCurrentM,DIVIDE(ACR, DaysSource),IF(SelectedMonth > AzureLastClosed,BLANK(),DIVIDE(ACR, Days))), DATE - 1 Month Prior to Latest Selected Month -> M_Date + 
// Returns the start date of the month before the latest selected azure closed month
VAR LatestSelectedAzureClosedMonth = [DATE - Latest Selected Month]
VAR OneMonthPrior = EDATE ( LatestSelectedAzureClosedMonth, -1)
RETURN
OneMonthPrior, DATE - Latest Selected Month -> M_Date + 
// Returns the value of the latest selected month
VAR LatestSelectedMonth = CALCULATE ( MAX('DimDate'[MonthStartDate]) )
RETURN
LatestSelectedMonth",0.0,Has qualified references - complex measure,0.0,"The measure name does not clarify what 'Organic ACR' means or how it is calculated, even with the context.",0.4,,0.0,The abbreviation 'ACR' is not explained in the measure name itself.,0.4,0.4,0.2,critical,1,RED,#FF0000
M_ACR,$ ACR Last Closed Month,"CALCULATE(M_ACR[$ ACR],ALL(DimDate),DimDate[IsLastAzureClosedMonth]=1)",,No,,Yes,$ acr,Yes,$ acr,Yes,"Please use unqualified measures references i.e., [Measure Name] instead of Fully Qualified reference i.e., Table[MeasureName] or 'Table'[MeasureName]. Referenced measures: $ acr","$ ACR Last Closed Month -> M_ACR + CALCULATE(M_ACR[$ ACR],ALL(DimDate),DimDate[IsLastAzureClosedMonth]=1) | REFERENCES: $ ACR -> M_ACR + VAR CY = SUM(ACR_CY[AzureConsumedRevenue])
VAR PY = SUM(ACR_PY[AzureConsumedRevenue])
VAR A = CY + PY
VAR S = IF(ISFILTERED(DimCustomer[TPAccountName]),BLANK(),SUM(ACR_Summarized[AzureConsumedRevenue]))
VAR SelectedView = SELECTEDVALUE(DimViewType[ViewType])
RETURN
SWITCH(SelectedView,""Non-Curated"",S,A)",0.0,Has qualified references - complex measure,0.0,"The measure name does not clarify what 'ACR' means or how it is calculated, even with the context.",0.4,,0.0,The abbreviation 'ACR' is not explained in the measure name itself.,0.4,0.4,0.2,critical,1,RED,#FF0000
M_ACR,# Paid Units,"VAR CY = SUM(ACR_CY[AzureConsumedRevenuePaidUnits])
VAR PY = SUM(ACR_PY[AzureConsumedRevenuePaidUnits])
RETURN
CY + PY",,No,,No,,No,,No,,"# Paid Units -> M_ACR + VAR CY = SUM(ACR_CY[AzureConsumedRevenuePaidUnits])
VAR PY = SUM(ACR_PY[AzureConsumedRevenuePaidUnits])
RETURN
CY + PY",0.2,No qualified references - simpler measure,0.2,,0.4,,0.4,,1.0,0.8,0.5,critical,1,RED,#FF0000
M_ACR,# Metered Units,"VAR CY = SUM(ACR_CY[AzureConsumedRevenueMeteredUnits])
VAR PY = SUM(ACR_PY[AzureConsumedRevenueMeteredUnits])
RETURN
CY + PY",,No,,No,,No,,No,,"# Metered Units -> M_ACR + VAR CY = SUM(ACR_CY[AzureConsumedRevenueMeteredUnits])
VAR PY = SUM(ACR_PY[AzureConsumedRevenueMeteredUnits])
RETURN
CY + PY",0.2,No qualified references - simpler measure,0.2,,0.4,,0.4,,1.0,0.8,0.5,critical,1,RED,#FF0000
M_ACR,% ACR YTD YoY,"
VAR PriorMonthACR_GREATER_THAN_ZERO = [$ ACR YTD Previous Year] > 0
VAR MoMPercentChange = DIVIDE( [$ ACR YoY YTD Change] , [$ ACR YTD Previous Year] ) 
RETURN
IF ( PriorMonthACR_GREATER_THAN_ZERO , MoMPercentChange , BLANK ( ) )",,No,,No,,Yes,"$ acr yoy ytd change, $ acr ytd previous year",No,,"% ACR YTD YoY -> M_ACR + 
VAR PriorMonthACR_GREATER_THAN_ZERO = [$ ACR YTD Previous Year] > 0
VAR MoMPercentChange = DIVIDE( [$ ACR YoY YTD Change] , [$ ACR YTD Previous Year] ) 
RETURN
IF ( PriorMonthACR_GREATER_THAN_ZERO , MoMPercentChange , BLANK ( ) ) | REFERENCES: $ ACR YoY YTD Change -> M_ACR + [$ ACR YTD] - [$ ACR YTD Previous Year], $ ACR YTD Previous Year -> M_ACR + 
CALCULATE([$ ACR YTD],ALL(DimDate),SAMEPERIODLASTYEAR(DATESYTD(DimDate[CreateDate],""6/30"")))",0.2,No qualified references - simpler measure,0.0,"The measure name does not clarify what 'ACR' means or how it is calculated, even with the context.",0.4,,0.0,The abbreviation 'ACR' is not explained in the measure name itself.,0.4,0.4,0.2,critical,1,RED,#FF0000
M_ACR,$ ACR YTD Previous Year,"
CALCULATE([$ ACR YTD],ALL(DimDate),SAMEPERIODLASTYEAR(DATESYTD(DimDate[CreateDate],""6/30"")))",,No,,No,,Yes,$ acr ytd,Yes,,"$ ACR YTD Previous Year -> M_ACR + 
CALCULATE([$ ACR YTD],ALL(DimDate),SAMEPERIODLASTYEAR(DATESYTD(DimDate[CreateDate],""6/30""))) | REFERENCES: $ ACR YTD -> M_ACR + TOTALYTD([$ ACR],DimDate[CreateDate],""6/30"")",0.2,No qualified references - simpler measure,0.0,"The measure name does not clarify what 'ACR' means or how it is calculated, even with the context.",0.4,,0.0,The abbreviation 'ACR' is not explained in the measure name itself.,0.4,0.4,0.2,critical,1,RED,#FF0000
M_ACR,$ ACR YTD,"TOTALYTD([$ ACR],DimDate[CreateDate],""6/30"")",,No,,No,,Yes,$ acr,Yes,,"$ ACR YTD -> M_ACR + TOTALYTD([$ ACR],DimDate[CreateDate],""6/30"") | REFERENCES: $ ACR -> M_ACR + VAR CY = SUM(ACR_CY[AzureConsumedRevenue])
VAR PY = SUM(ACR_PY[AzureConsumedRevenue])
VAR A = CY + PY
VAR S = IF(ISFILTERED(DimCustomer[TPAccountName]),BLANK(),SUM(ACR_Summarized[AzureConsumedRevenue]))
VAR SelectedView = SELECTEDVALUE(DimViewType[ViewType])
RETURN
SWITCH(SelectedView,""Non-Curated"",S,A)",0.2,No qualified references - simpler measure,0.0,"The measure name does not clarify what 'ACR' means or how it is calculated, even with the context.",0.4,,0.0,The abbreviation 'ACR' is not explained in the measure name itself.,0.4,0.4,0.2,critical,1,RED,#FF0000
M_ACR,$ ACR YoY YTD Change,[$ ACR YTD] - [$ ACR YTD Previous Year],,No,,No,,Yes,"$ acr ytd, $ acr ytd previous year",Yes,,"$ ACR YoY YTD Change -> M_ACR + [$ ACR YTD] - [$ ACR YTD Previous Year] | REFERENCES: $ ACR YTD -> M_ACR + TOTALYTD([$ ACR],DimDate[CreateDate],""6/30""), $ ACR YTD Previous Year -> M_ACR + 
CALCULATE([$ ACR YTD],ALL(DimDate),SAMEPERIODLASTYEAR(DATESYTD(DimDate[CreateDate],""6/30"")))",0.2,No qualified references - simpler measure,0.0,"The measure name does not clarify what 'ACR' means or how it is calculated, even with the context.",0.4,,0.0,The abbreviation 'ACR' is not explained in the measure name itself.,0.4,0.4,0.2,critical,1,RED,#FF0000
M_ACR,$ ACR 12 Selected Months Ago,"
// Returns ACR for the latest selected month. Doesn't roll up to quarters - for use in other measures
VAR SelectedMonth = [DATE - 12 Month Prior to Selected Month]
RETURN
CALCULATE(
    [$ ACR], ALL(DimDate),
    DimDate[CreateDate]=SelectedMonth
)",,No,,No,,Yes,"$ acr, date - 12 month prior to selected month",Yes,,"$ ACR 12 Selected Months Ago -> M_ACR + 
// Returns ACR for the latest selected month. Doesn't roll up to quarters - for use in other measures
VAR SelectedMonth = [DATE - 12 Month Prior to Selected Month]
RETURN
CALCULATE(
    [$ ACR], ALL(DimDate),
    DimDate[CreateDate]=SelectedMonth
) | REFERENCES: $ ACR -> M_ACR + VAR CY = SUM(ACR_CY[AzureConsumedRevenue])
VAR PY = SUM(ACR_PY[AzureConsumedRevenue])
VAR A = CY + PY
VAR S = IF(ISFILTERED(DimCustomer[TPAccountName]),BLANK(),SUM(ACR_Summarized[AzureConsumedRevenue]))
VAR SelectedView = SELECTEDVALUE(DimViewType[ViewType])
RETURN
SWITCH(SelectedView,""Non-Curated"",S,A), DATE - 12 Month Prior to Selected Month -> M_Date + 
// Returns the start date of 12 months before the last azure closed month
VAR LastAzureClosedMonth = [DATE - Latest Selected Month]
VAR OneMonthPrior = EDATE ( LastAzureClosedMonth, -12)
RETURN
OneMonthPrior",0.2,No qualified references - simpler measure,0.0,"The measure name does not clarify what 'ACR' means or how it is calculated, even with the context.",0.4,,0.0,The abbreviation 'ACR' is not explained in the measure name itself.,0.4,0.4,0.2,critical,1,RED,#FF0000
M_ACR,$ ACR YoY,[$ ACR Selected Month] - [$ ACR 12 Selected Months Ago],,No,,No,,Yes,"$ acr 12 selected months ago, $ acr selected month",No,,"$ ACR YoY -> M_ACR + [$ ACR Selected Month] - [$ ACR 12 Selected Months Ago] | REFERENCES: $ ACR 12 Selected Months Ago -> M_ACR + 
// Returns ACR for the latest selected month. Doesn't roll up to quarters - for use in other measures
VAR SelectedMonth = [DATE - 12 Month Prior to Selected Month]
RETURN
CALCULATE(
    [$ ACR], ALL(DimDate),
    DimDate[CreateDate]=SelectedMonth
), $ ACR Selected Month -> M_ACR + 
// Returns ACR for the latest selected month. Doesn't roll up to quarters - for use in other measures
VAR SelectedMonth = [DATE - Latest Selected Azure Closed Month]
RETURN
CALCULATE(
    [$ ACR],
    'DimDate'[MonthStartDate] = SelectedMonth
)",0.2,No qualified references - simpler measure,0.0,"The measure name does not clarify what 'ACR' means or how it is calculated, even with the context.",0.4,,0.0,The abbreviation 'ACR' is not explained in the measure name itself.,0.4,0.4,0.2,critical,1,RED,#FF0000
M_ACO,$ ACR Credit: ACO,"CALCULATE(SUM(ACO[ACRAdjustmentbyCreditType]),ACO[ACRCreditType]=""ACO"")",,No,,No,,No,,No,,"$ ACR Credit: ACO -> M_ACO + CALCULATE(SUM(ACO[ACRAdjustmentbyCreditType]),ACO[ACRCreditType]=""ACO"")",0.2,No qualified references - simpler measure,0.0,"The measure name does not clarify what 'ACR' or 'ACO' mean or how they are calculated, even with the context.",0.4,,0.0,The abbreviations 'ACR' and 'ACO' are not explained in the measure name itself.,0.4,0.4,0.2,critical,1,RED,#FF0000
M_ACO,$ ACR Credit: Contractual Corrections,"CALCULATE(SUM(ACO[ACRAdjustmentbyCreditType]),ACO[ACRCreditType]=""Contractual Corrections"")",,No,,No,,No,,No,,"$ ACR Credit: Contractual Corrections -> M_ACO + CALCULATE(SUM(ACO[ACRAdjustmentbyCreditType]),ACO[ACRCreditType]=""Contractual Corrections"")",0.2,No qualified references - simpler measure,0.2,,0.4,,0.0,The abbreviation 'ACR' is not self-explanatory.,0.6,0.4,0.30000000000000004,critical,1,RED,#FF0000
M_ACO,$ ACR Credit: Operational Corrections,"CALCULATE(SUM(ACO[ACRAdjustmentbyCreditType]),ACO[ACRCreditType]=""Operational Corrections"")",,No,,No,,No,,No,,"$ ACR Credit: Operational Corrections -> M_ACO + CALCULATE(SUM(ACO[ACRAdjustmentbyCreditType]),ACO[ACRCreditType]=""Operational Corrections"")",0.2,No qualified references - simpler measure,0.2,,0.4,,0.0,The abbreviation 'ACR' is not self-explanatory.,0.6,0.4,0.30000000000000004,critical,1,RED,#FF0000
M_ACO,$ Total ACR Credits,SUM(ACO[ACRAdjustmentbyCreditType]),,No,,No,,No,,Yes,,$ Total ACR Credits -> M_ACO + SUM(ACO[ACRAdjustmentbyCreditType]),0.2,No qualified references - simpler measure,0.2,,0.4,,0.0,The abbreviation 'ACR' is not self-explanatory.,0.6,0.4,0.30000000000000004,critical,1,RED,#FF0000
M_ACO,$ Credits Granted,"VAR A = SUM(ACO[ACRCreditGranted])
VAR S = IF(ISFILTERED(DimCustomer[TPAccountName]),BLANK(),SUM(ACO_Summarized[ACRCreditGranted]))
VAR SelectedView = SELECTEDVALUE(DimViewType[ViewType])
RETURN
SWITCH(SelectedView,""Non-Curated"",S,A)",,No,,No,,No,,No,,"$ Credits Granted -> M_ACO + VAR A = SUM(ACO[ACRCreditGranted])
VAR S = IF(ISFILTERED(DimCustomer[TPAccountName]),BLANK(),SUM(ACO_Summarized[ACRCreditGranted]))
VAR SelectedView = SELECTEDVALUE(DimViewType[ViewType])
RETURN
SWITCH(SelectedView,""Non-Curated"",S,A)",0.2,No qualified references - simpler measure,0.2,,0.4,,0.4,,1.0,0.8,0.5,critical,1,RED,#FF0000
M_ACO,$ Credits Used,"VAR A = SUM(ACO[ACRAdjustmentByCreditType])
VAR S = IF(ISFILTERED(DimCustomer[TPAccountName]),BLANK(),SUM(ACO_Summarized[ACRAdjustmentByCreditType]))
VAR SelectedView = SELECTEDVALUE(DimViewType[ViewType])
RETURN
SWITCH(SelectedView,""Non-Curated"",S,A)",,No,,No,,No,,No,,"$ Credits Used -> M_ACO + VAR A = SUM(ACO[ACRAdjustmentByCreditType])
VAR S = IF(ISFILTERED(DimCustomer[TPAccountName]),BLANK(),SUM(ACO_Summarized[ACRAdjustmentByCreditType]))
VAR SelectedView = SELECTEDVALUE(DimViewType[ViewType])
RETURN
SWITCH(SelectedView,""Non-Curated"",S,A)",0.2,No qualified references - simpler measure,0.2,,0.4,,0.4,,1.0,0.8,0.5,critical,1,RED,#FF0000
M_ACO,% Service Level of Credits Used Total,"VAR ONE = DIVIDE([$ Total ACR Credits] , CALCULATE([$ Total ACR Credits],ALL('Distinct ServiceLevel2'[ServiceLevel1])))
VAR TWO = DIVIDE([$ Total ACR Credits] , CALCULATE([$ Total ACR Credits],ALL('Distinct ServiceLevel2'[ServiceLevel2])))
RETURN
IF(ISFILTERED('Distinct ServiceLevel2'[ServiceLevel2]),TWO,ONE)",,No,,No,,Yes,$ total acr credits,No,,"% Service Level of Credits Used Total -> M_ACO + VAR ONE = DIVIDE([$ Total ACR Credits] , CALCULATE([$ Total ACR Credits],ALL('Distinct ServiceLevel2'[ServiceLevel1])))
VAR TWO = DIVIDE([$ Total ACR Credits] , CALCULATE([$ Total ACR Credits],ALL('Distinct ServiceLevel2'[ServiceLevel2])))
RETURN
IF(ISFILTERED('Distinct ServiceLevel2'[ServiceLevel2]),TWO,ONE) | REFERENCES: $ Total ACR Credits -> M_ACO + SUM(ACO[ACRAdjustmentbyCreditType])",0.2,No qualified references - simpler measure,0.2,,0.4,,0.4,,1.0,0.8,0.5,critical,1,RED,#FF0000
M_ACD,% ACD,MAX(ACD[ACDPercentage]),,No,,No,,No,,No,,% ACD -> M_ACD + MAX(ACD[ACDPercentage]),0.2,No qualified references - simpler measure,0.0,"The abbreviation 'ACD' is not self-explanatory, and the context does not clarify its meaning.",0.0,The name does not clarify what 'ACD' represents or how it relates to the calculation.,0.0,The abbreviation 'ACD' is not self-explanatory.,0.0,0.0,0.0,critical,1,RED,#FF0000
M_Date,Start End Date Diff,"DATEDIFF(STARTOFMONTH(DimDate[MonthStartDate]),ENDOFMONTH(DimDate[MonthEndDate]),DAY)",,No,,No,,No,,Yes,,"Start End Date Diff -> M_Date + DATEDIFF(STARTOFMONTH(DimDate[MonthStartDate]),ENDOFMONTH(DimDate[MonthEndDate]),DAY)",0.2,No qualified references - simpler measure,0.2,,0.4,,0.4,,1.0,0.8,0.5,critical,1,RED,#FF0000
M_Date,# Days in Month,[Start End Date Diff] + 1,,No,,No,,Yes,start end date diff,Yes,,"# Days in Month -> M_Date + [Start End Date Diff] + 1 | REFERENCES: Start End Date Diff -> M_Date + DATEDIFF(STARTOFMONTH(DimDate[MonthStartDate]),ENDOFMONTH(DimDate[MonthEndDate]),DAY)",0.2,No qualified references - simpler measure,0.2,,0.4,,0.4,,1.0,0.8,0.5,critical,1,RED,#FF0000
M_Date,DATE - Last Closed Azure Month,"
// Returns start date of last closed Azure month
VAR LastClosedAzureMonth = CALCULATE(SELECTEDVALUE('DimDate'[MonthStartDate]), ALL('DimDate'), 'DimDate'[IsLastAzureClosedMonth] = 1)
RETURN
LastClosedAzureMonth",,No,,No,,No,,Yes,,"DATE - Last Closed Azure Month -> M_Date + 
// Returns start date of last closed Azure month
VAR LastClosedAzureMonth = CALCULATE(SELECTEDVALUE('DimDate'[MonthStartDate]), ALL('DimDate'), 'DimDate'[IsLastAzureClosedMonth] = 1)
RETURN
LastClosedAzureMonth",0.2,No qualified references - simpler measure,0.2,,0.4,,0.4,,1.0,0.8,0.5,critical,1,RED,#FF0000
M_Date,DATE - 1 Month Prior to Last Closed Azure Month,"
// Returns the start date of the month before the latest selected azure closed month
VAR LastAzureClosedMonth = [DATE - Last Closed Azure Month]
VAR OneMonthPrior = CALCULATE(EDATE ( LastAzureClosedMonth, -1),ALL(DimDate))
RETURN
OneMonthPrior",,No,,No,,Yes,date - last closed azure month,Yes,,"DATE - 1 Month Prior to Last Closed Azure Month -> M_Date + 
// Returns the start date of the month before the latest selected azure closed month
VAR LastAzureClosedMonth = [DATE - Last Closed Azure Month]
VAR OneMonthPrior = CALCULATE(EDATE ( LastAzureClosedMonth, -1),ALL(DimDate))
RETURN
OneMonthPrior | REFERENCES: DATE - Last Closed Azure Month -> M_Date + 
// Returns start date of last closed Azure month
VAR LastClosedAzureMonth = CALCULATE(SELECTEDVALUE('DimDate'[MonthStartDate]), ALL('DimDate'), 'DimDate'[IsLastAzureClosedMonth] = 1)
RETURN
LastClosedAzureMonth",0.2,No qualified references - simpler measure,0.2,,0.4,,0.4,,1.0,0.8,0.5,critical,1,RED,#FF0000
